,Binaria,Ordinal,rpb
559,D32,Dor_pernas_VAS,0.5549994
560,D32,IDADE,0.012185006
561,D32,BPI_3_v1,0.285512996
562,D32,BPI_4_v1,0.272717503
563,D32,BPI_5_v1,0.353161767
564,D32,BPI_6_v1,0.29128432
565,D32,BPI_8_v1,0.079825786
566,D32,BPI_9a_v1,0.091722571
567,D32,BPI_9b_v1,0.116134704
568,D32,BPI_9c_v1,0.101211574
569,D32,BPI_9d_v1,0.137987177
570,D32,BPI_9e_v1,0.162362065
571,D32,BPI_9f_v1,0.12709155
572,D32,BPI_9g_v1,0.171595616
573,D33,Se_SP_haquantosanos,0.169429994
574,D33,QtCirColuna,0.038485723
575,D33,Trabalho_Cansativo,0.176440792
576,D33,Licenca_Tempo,NA
577,D33,Tempo_dor_costas,0.180359583
578,D33,Tempo_dor_pernas,0.396871888
579,D33,Andar_velocidade,-0.108016798
580,D33,Dor_costas_VAS,0.128247649
581,D33,Dor_pernas_VAS,0.397373805
582,D33,IDADE,-0.051914481
583,D33,BPI_3_v1,0.32136218
584,D33,BPI_4_v1,0.360122905
585,D33,BPI_5_v1,0.406847888
586,D33,BPI_6_v1,0.155913073
587,D33,BPI_8_v1,-0.332909089
588,D33,BPI_9a_v1,0.38882353
589,D33,BPI_9b_v1,0.410677572
590,D33,BPI_9c_v1,0.231229486
591,D33,BPI_9d_v1,0.403146812
592,D33,BPI_9e_v1,0.326612832
593,D33,BPI_9f_v1,0.235076085
594,D33,BPI_9g_v1,0.220540781
595,D34,Se_SP_haquantosanos,-0.460020312
596,D34,QtCirColuna,-0.186031512
597,D34,Trabalho_Cansativo,0.029009281
598,D34,Licenca_Tempo,NA
599,D34,Tempo_dor_costas,-0.147489843
600,D34,Tempo_dor_pernas,-0.027562354
601,D34,Andar_velocidade,-0.020068619
602,D34,Dor_costas_VAS,-0.116638254
603,D34,Dor_pernas_VAS,-0.033636913
604,D34,IDADE,-0.184419793
605,D34,BPI_3_v1,0.300085937
606,D34,BPI_4_v1,0.261924044
607,D34,BPI_5_v1,0.209643549
608,D34,BPI_6_v1,-0.091933381
609,D34,BPI_8_v1,-0.106026134
610,D34,BPI_9a_v1,0.624183776
611,D34,BPI_9b_v1,0.522329892
612,D34,BPI_9c_v1,0.146713852
613,D34,BPI_9d_v1,0.349979495
614,D34,BPI_9e_v1,0.392974169
615,D34,BPI_9f_v1,0.446658894
616,D34,BPI_9g_v1,0.342542526
617,D35,Se_SP_haquantosanos,NA
618,D35,QtCirColuna,NA
619,D35,Trabalho_Cansativo,-0.316034606
620,D35,Licenca_Tempo,NA
621,D35,Tempo_dor_costas,0.128632343
622,D35,Tempo_dor_pernas,-0.064570504
623,D35,Andar_velocidade,0.387183927
