"","demonimador","numerador","Frequência","Qtd_0_Denom","Qtd_1_Denom","D0N0","D0N1","D1N0","D1N1"
"6092","RMDQ19_v1","D9","0.0625","101","16","101","0","15","1"
"6093","RMDQ20_v1","D9","0.0476190476190476","96","21","96","0","20","1"
"6094","RMDQ21_v1","D9","0.0416666666666667","93","24","93","0","23","1"
"6095","RMDQ22_v1","D9","0.05","97","20","97","0","19","1"
"6096","RMDQ23_v1","D9","0.0526315789473684","98","19","98","0","18","1"
"6097","RMDQ24_v1","D9","0.0526315789473684","98","19","98","0","18","1"
"6098","Fuma","RMDQ1_v1","0.333333333333333","146","36","84","62","24","12"
"6099","Cirurgia_coluna","RMDQ1_v1","0.397058823529412","126","68","78","48","41","27"
"6100","Aposentado","RMDQ1_v1","0.424242424242424","149","33","94","55","19","14"
"6101","Desempregado","RMDQ1_v1","0.5","152","26","98","54","13","13"
"6102","Licenca_Medica","RMDQ1_v1","0.263157894736842","161","19","97","64","14","5"
"6103","Aposentado_Invalidez","RMDQ1_v1","0.75","170","8","109","61","2","6"
"6104","Analg.e9.sicos","RMDQ1_v1","0.411347517730496","57","140","41","16","82","58"
"6105","OutraDoenca","RMDQ1_v1","0.44","113","75","72","41","42","33"
"6106","Dor_costas","RMDQ1_v1","0.414634146341463","67","122","44","23","71","51"
"6107","Dor_pernas","RMDQ1_v1","0.415384615384615","122","65","75","47","38","27"
"6108","Retornar_trabalho","RMDQ1_v1","0.473684210526316","167","19","106","61","10","9"
"6109","Masc","RMDQ1_v1","0.402684563758389","71","148","46","25","88","60"
"6110","Fem","RMDQ1_v1","0.352112676056338","148","71","88","60","46","25"
"6111","Casado_Amasiado","RMDQ1_v1","0.469135802469136","100","81","68","32","43","38"
"6112","Solteiro","RMDQ1_v1","0.32","107","74","61","46","50","24"
"6113","Separado_Divorciado","RMDQ1_v1","0.285714285714286","174","7","106","68","5","2"
"6114","X4","RMDQ1_v1","0","178","3","108","70","3","0"
"6115","X5","RMDQ1_v1","0.75","177","4","110","67","1","3"
"6116","X6","RMDQ1_v1","0.25","169","12","102","67","9","3"
"6117","Livrar_costas","RMDQ1_v1","0.420560747663551","16","106","10","6","61","45"
"6118","Livrar_perna","RMDQ1_v1","0.357142857142857","108","14","62","46","9","5"
"6119","Livrar_perda_sens","RMDQ1_v1","0.5","120","2","70","50","1","1"
"6120","D1","RMDQ1_v1","1","115","1","73","42","0","1"
"6121","D15","RMDQ1_v1","0.428571428571429","109","7","69","40","4","3"
"6122","D16","RMDQ1_v1","0.5","96","20","63","33","10","10"
"6123","D17","RMDQ1_v1","0.2","111","5","69","42","4","1"
"6124","D18","RMDQ1_v1","0.384615384615385","104","12","66","38","7","5"
"6125","D19","RMDQ1_v1","0.333333333333333","110","6","69","41","4","2"
"6126","D2","RMDQ1_v1","0.375","108","8","68","40","5","3"
"6127","D20","RMDQ1_v1","0.428571428571429","110","6","70","40","3","3"
"6128","D21","RMDQ1_v1","0.428571428571429","109","7","69","40","4","3"
"6129","D22","RMDQ1_v1","0","115","1","72","43","1","0"
"6130","D23","RMDQ1_v1","0.5","114","2","72","42","1","1"
"6131","D24","RMDQ1_v1","0.333333333333333","92","24","57","35","16","8"
"6132","D25","RMDQ1_v1","0.333333333333333","113","3","71","42","2","1"
"6133","D26","RMDQ1_v1","0.5","114","2","72","42","1","1"
"6134","D27","RMDQ1_v1","0.25","112","4","70","42","3","1"
"6135","D28","RMDQ1_v1","0.6","111","5","71","40","2","3"
"6136","D29","RMDQ1_v1","0.380952380952381","74","42","47","27","26","16"
"6137","D3","RMDQ1_v1","0.5","114","2","72","42","1","1"
"6138","D30","RMDQ1_v1","0.442622950819672","55","61","39","16","34","27"
"6139","D31","RMDQ1_v1","0.470588235294118","99","17","64","35","9","8"
"6140","D32","RMDQ1_v1","0.405405405405405","79","37","51","28","22","15"
"6141","D33","RMDQ1_v1","0.5","104","12","67","37","6","6"
"6142","D34","RMDQ1_v1","0.5","114","2","72","42","1","1"
"6143","D35","RMDQ1_v1","1","115","1","73","42","0","1"
"6144","D36","RMDQ1_v1","0.285714285714286","109","7","68","41","5","2"
"6145","D37","RMDQ1_v1","0.380952380952381","95","21","60","35","13","8"
"6146","D38","RMDQ1_v1","0.333333333333333","113","3","71","42","2","1"
"6147","D39","RMDQ1_v1","0.428571428571429","102","14","65","37","8","6"
"6148","D4","RMDQ1_v1","0.666666666666667","113","3","72","41","1","2"
"6149","D40","RMDQ1_v1","0.2","111","5","69","42","4","1"
"6150","D41","RMDQ1_v1","0.428571428571429","109","7","69","40","4","3"
"6151","D42","RMDQ1_v1","0.5","114","2","72","42","1","1"
"6152","D43","RMDQ1_v1","0.5","114","2","72","42","1","1"
"6153","D44","RMDQ1_v1","0.405405405405405","79","37","51","28","22","15"
"6154","D45","RMDQ1_v1","0.5","104","12","67","37","6","6"
"6155","D46","RMDQ1_v1","0.405405405405405","79","37","51","28","22","15"
"6156","D47","RMDQ1_v1","0.5","104","12","67","37","6","6"
"6157","D48","RMDQ1_v1","0.384615384615385","90","26","57","33","16","10"
"6158","D49","RMDQ1_v1","0.384615384615385","103","13","65","38","8","5"
"6159","D5","RMDQ1_v1","0.333333333333333","113","3","71","42","2","1"
"6160","D50","RMDQ1_v1","0","115","1","72","43","1","0"
"6161","D51","RMDQ1_v1","1","115","1","73","42","0","1"
"6162","D52","RMDQ1_v1","1","115","1","73","42","0","1"
"6163","D53","RMDQ1_v1","1","115","1","73","42","0","1"
"6164","D9","RMDQ1_v1","1","115","1","73","42","0","1"
"6165","RMDQ1_v1","RMDQ1_v1","1","134","85","134","0","0","85"
"6166","RMDQ2_v1","RMDQ1_v1","0.922222222222222","129","90","127","2","7","83"
"6167","RMDQ3_v1","RMDQ1_v1","0.607594936708861","141","78","104","37","30","48"
"6168","RMDQ4_v1","RMDQ1_v1","0.5","166","53","108","58","26","27"
"6169","RMDQ5_v1","RMDQ1_v1","0.625","147","72","107","40","27","45"
"6170","RMDQ6_v1","RMDQ1_v1","0.535714285714286","163","56","108","55","26","30"
"6171","RMDQ7_v1","RMDQ1_v1","0.846153846153846","180","39","128","52","6","33"
"6172","RMDQ8_v1","RMDQ1_v1","0.5","211","8","130","81","4","4"
"6173","RMDQ9_v1","RMDQ1_v1","0.911764705882353","185","34","131","54","3","31"
"6174","RMDQ10_v1","RMDQ1_v1","0.75","179","40","124","55","10","30"
"6175","RMDQ11_v1","RMDQ1_v1","0.714285714285714","177","42","122","55","12","30"
"6176","RMDQ12_v1","RMDQ1_v1","0.75","175","44","123","52","11","33"
"6177","RMDQ13_v1","RMDQ1_v1","0.717391304347826","173","46","121","52","13","33"
"6178","RMDQ14_v1","RMDQ1_v1","0.836734693877551","170","49","126","44","8","41"
"6179","RMDQ15_v1","RMDQ1_v1","0.935483870967742","188","31","132","56","2","29"
"6180","RMDQ16_v1","RMDQ1_v1","0.810810810810811","182","37","127","55","7","30"
"6181","RMDQ17_v1","RMDQ1_v1","0.714285714285714","170","49","120","50","14","35"
"6182","RMDQ18_v1","RMDQ1_v1","0.777777777777778","183","36","126","57","8","28"
"6183","RMDQ19_v1","RMDQ1_v1","0.875","187","32","130","57","4","28"
"6184","RMDQ20_v1","RMDQ1_v1","0.815789473684211","181","38","127","54","7","31"
"6185","RMDQ21_v1","RMDQ1_v1","0.854166666666667","171","48","127","44","7","41"
"6186","RMDQ22_v1","RMDQ1_v1","0.763157894736842","181","38","125","56","9","29"
"6187","RMDQ23_v1","RMDQ1_v1","0.783783783783784","182","37","126","56","8","29"
"6188","RMDQ24_v1","RMDQ1_v1","0.857142857142857","184","35","129","55","5","30"
"6189","Fuma","RMDQ2_v1","0.361111111111111","146","36","81","65","23","13"
"6190","Cirurgia_coluna","RMDQ2_v1","0.397058823529412","126","68","75","51","41","27"
"6191","Aposentado","RMDQ2_v1","0.454545454545455","149","33","90","59","18","15"
"6192","Desempregado","RMDQ2_v1","0.576923076923077","152","26","95","57","11","15"
"6193","Licenca_Medica","RMDQ2_v1","0.315789473684211","161","19","93","68","13","6"
"6194","Aposentado_Invalidez","RMDQ2_v1","0.625","170","8","102","68","3","5"
"6195","Analg.e9.sicos","RMDQ2_v1","0.446808510638298","57","140","41","16","77","63"
"6196","OutraDoenca","RMDQ2_v1","0.466666666666667","113","75","69","44","40","35"
"6197","Dor_costas","RMDQ2_v1","0.463414634146341","67","122","45","22","65","57"
"6198","Dor_pernas","RMDQ2_v1","0.446153846153846","122","65","72","50","36","29"
"6199","Retornar_trabalho","RMDQ2_v1","0.578947368421053","167","19","102","65","8","11"
"6200","Masc","RMDQ2_v1","0.429530201342282","71","148","45","26","84","64"
"6201","Fem","RMDQ2_v1","0.366197183098592","148","71","84","64","45","26"
"6202","Casado_Amasiado","RMDQ2_v1","0.506172839506173","100","81","66","34","40","41"
"6203","Solteiro","RMDQ2_v1","0.346666666666667","107","74","58","49","48","26"
"6204","Separado_Divorciado","RMDQ2_v1","0.285714285714286","174","7","101","73","5","2"
"6205","X4","RMDQ2_v1","0","178","3","103","75","3","0"
"6206","X5","RMDQ2_v1","0.75","177","4","105","72","1","3"
"6207","X6","RMDQ2_v1","0.25","169","12","97","72","9","3"
"6208","Livrar_costas","RMDQ2_v1","0.467289719626168","16","106","10","6","56","50"
"6209","Livrar_perna","RMDQ2_v1","0.357142857142857","108","14","57","51","9","5"
"6210","Livrar_perda_sens","RMDQ2_v1","0.5","120","2","65","55","1","1"
"6211","D1","RMDQ2_v1","1","115","1","69","46","0","1"
"6212","D15","RMDQ2_v1","0.428571428571429","109","7","65","44","4","3"
"6213","D16","RMDQ2_v1","0.45","96","20","58","38","11","9"
"6214","D17","RMDQ2_v1","0.4","111","5","66","45","3","2"
"6215","D18","RMDQ2_v1","0.615384615384615","104","12","65","39","4","8"
"6216","D19","RMDQ2_v1","0.666666666666667","110","6","67","43","2","4"
"6217","D2","RMDQ2_v1","0.5","108","8","65","43","4","4"
"6218","D20","RMDQ2_v1","0.571428571428571","110","6","67","43","2","4"
"6219","D21","RMDQ2_v1","0.714285714285714","109","7","67","42","2","5"
"6220","D22","RMDQ2_v1","1","115","1","69","46","0","1"
"6221","D23","RMDQ2_v1","1","114","2","69","45","0","2"
"6222","D24","RMDQ2_v1","0.458333333333333","92","24","56","36","13","11"
"6223","D25","RMDQ2_v1","0.666666666666667","113","3","68","45","1","2"
"6224","D26","RMDQ2_v1","1","114","2","69","45","0","2"
"6225","D27","RMDQ2_v1","0.5","112","4","67","45","2","2"
"6226","D28","RMDQ2_v1","0.8","111","5","68","43","1","4"
"6227","D29","RMDQ2_v1","0.357142857142857","74","42","42","32","27","15"
"6228","D3","RMDQ2_v1","0.5","114","2","68","46","1","1"
"6229","D30","RMDQ2_v1","0.459016393442623","55","61","36","19","33","28"
"6230","D31","RMDQ2_v1","0.470588235294118","99","17","60","39","9","8"
"6231","D32","RMDQ2_v1","0.378378378378378","79","37","46","33","23","14"
"6232","D33","RMDQ2_v1","0.416666666666667","104","12","62","42","7","5"
"6233","D34","RMDQ2_v1","0.5","114","2","68","46","1","1"
"6234","D35","RMDQ2_v1","1","115","1","69","46","0","1"
"6235","D36","RMDQ2_v1","0.285714285714286","109","7","64","45","5","2"
"6236","D37","RMDQ2_v1","0.380952380952381","95","21","56","39","13","8"
"6237","D38","RMDQ2_v1","0.333333333333333","113","3","67","46","2","1"
"6238","D39","RMDQ2_v1","0.428571428571429","102","14","61","41","8","6"
"6239","D4","RMDQ2_v1","0.666666666666667","113","3","68","45","1","2"
"6240","D40","RMDQ2_v1","0.2","111","5","65","46","4","1"
"6241","D41","RMDQ2_v1","0.285714285714286","109","7","64","45","5","2"
"6242","D42","RMDQ2_v1","1","114","2","69","45","0","2"
"6243","D43","RMDQ2_v1","1","114","2","69","45","0","2"
"6244","D44","RMDQ2_v1","0.405405405405405","79","37","47","32","22","15"
"6245","D45","RMDQ2_v1","0.5","104","12","63","41","6","6"
"6246","D46","RMDQ2_v1","0.432432432432432","79","37","48","31","21","16"
"6247","D47","RMDQ2_v1","0.583333333333333","104","12","64","40","5","7"
"6248","D48","RMDQ2_v1","0.384615384615385","90","26","53","37","16","10"
"6249","D49","RMDQ2_v1","0.461538461538462","103","13","62","41","7","6"
"6250","D5","RMDQ2_v1","0.666666666666667","113","3","68","45","1","2"
"6251","D50","RMDQ2_v1","0","115","1","68","47","1","0"
"6252","D51","RMDQ2_v1","1","115","1","69","46","0","1"
"6253","D52","RMDQ2_v1","1","115","1","69","46","0","1"
"6254","D53","RMDQ2_v1","1","115","1","69","46","0","1"
"6255","D9","RMDQ2_v1","1","115","1","69","46","0","1"
"6256","RMDQ1_v1","RMDQ2_v1","0.976470588235294","134","85","127","7","2","83"
"6257","RMDQ2_v1","RMDQ2_v1","1","129","90","129","0","0","90"
"6258","RMDQ3_v1","RMDQ2_v1","0.670886075949367","141","78","104","37","25","53"
"6259","RMDQ4_v1","RMDQ2_v1","0.574074074074074","166","53","107","59","22","31"
"6260","RMDQ5_v1","RMDQ2_v1","0.680555555555556","147","72","106","41","23","49"
"6261","RMDQ6_v1","RMDQ2_v1","0.553571428571429","163","56","104","59","25","31"
"6262","RMDQ7_v1","RMDQ2_v1","0.897435897435897","180","39","125","55","4","35"
"6263","RMDQ8_v1","RMDQ2_v1","0.625","211","8","126","85","3","5"
"6264","RMDQ9_v1","RMDQ2_v1","0.882352941176471","185","34","125","60","4","30"
"6265","RMDQ10_v1","RMDQ2_v1","0.825","179","40","122","57","7","33"
"6266","RMDQ11_v1","RMDQ2_v1","0.785714285714286","177","42","120","57","9","33"
"6267","RMDQ12_v1","RMDQ2_v1","0.772727272727273","175","44","119","56","10","34"
"6268","RMDQ13_v1","RMDQ2_v1","0.695652173913043","173","46","115","58","14","32"
"6269","RMDQ14_v1","RMDQ2_v1","0.918367346938776","170","49","125","45","4","45"
"6270","RMDQ15_v1","RMDQ2_v1","0.935483870967742","188","31","127","61","2","29"
"6271","RMDQ16_v1","RMDQ2_v1","0.810810810810811","182","37","122","60","7","30"
"6272","RMDQ17_v1","RMDQ2_v1","0.755102040816326","170","49","117","53","12","37"
"6273","RMDQ18_v1","RMDQ2_v1","0.888888888888889","183","36","125","58","4","32"
"6274","RMDQ19_v1","RMDQ2_v1","0.84375","187","32","124","63","5","27"
"6275","RMDQ20_v1","RMDQ2_v1","0.842105263157895","181","38","123","58","6","32"
"6276","RMDQ21_v1","RMDQ2_v1","0.916666666666667","171","48","125","46","4","44"
"6277","RMDQ22_v1","RMDQ2_v1","0.789473684210526","181","38","121","60","8","30"
"6278","RMDQ23_v1","RMDQ2_v1","0.810810810810811","182","37","122","60","7","30"
"6279","RMDQ24_v1","RMDQ2_v1","0.885714285714286","184","35","125","59","4","31"
"6280","Fuma","RMDQ3_v1","0.361111111111111","148","36","93","55","23","13"
"6281","Cirurgia_coluna","RMDQ3_v1","0.347826086956522","127","69","79","48","45","24"
"6282","Aposentado","RMDQ3_v1","0.441176470588235","150","34","96","54","19","15"
"6283","Desempregado","RMDQ3_v1","0.307692307692308","154","26","93","61","18","8"
"6284","Licenca_Medica","RMDQ3_v1","0.210526315789474","163","19","98","65","15","4"
"6285","Aposentado_Invalidez","RMDQ3_v1","0.375","172","8","106","66","5","3"
"6286","Analg.e9.sicos","RMDQ3_v1","0.415492957746479","57","142","45","12","83","59"
"6287","OutraDoenca","RMDQ3_v1","0.407894736842105","114","76","75","39","45","31"
"6288","Dor_costas","RMDQ3_v1","0.395161290322581","67","124","45","22","75","49"
"6289","Dor_pernas","RMDQ3_v1","0.353846153846154","124","65","77","47","42","23"
"6290","Retornar_trabalho","RMDQ3_v1","0.55","168","20","109","59","9","11"
"6291","Masc","RMDQ3_v1","0.373333333333333","71","150","47","24","94","56"
"6292","Fem","RMDQ3_v1","0.338028169014085","150","71","94","56","47","24"
"6293","Casado_Amasiado","RMDQ3_v1","0.419753086419753","102","81","70","32","47","34"
"6294","Solteiro","RMDQ3_v1","0.306666666666667","108","75","65","43","52","23"
"6295","Separado_Divorciado","RMDQ3_v1","0.25","175","8","111","64","6","2"
"6296","X4","RMDQ3_v1","0","180","3","114","66","3","0"
"6297","X5","RMDQ3_v1","0.25","179","4","114","65","3","1"
"6298","X6","RMDQ3_v1","0.5","171","12","111","60","6","6"
"6299","Livrar_costas","RMDQ3_v1","0.407407407407407","16","108","13","3","64","44"
"6300","Livrar_perna","RMDQ3_v1","0.214285714285714","110","14","66","44","11","3"
"6301","Livrar_perda_sens","RMDQ3_v1","0","122","2","75","47","2","0"
"6302","D1","RMDQ3_v1","1","117","1","82","35","0","1"
"6303","D15","RMDQ3_v1","0.142857142857143","111","7","76","35","6","1"
"6304","D16","RMDQ3_v1","0.6","98","20","74","24","8","12"
"6305","D17","RMDQ3_v1","0.4","113","5","79","34","3","2"
"6306","D18","RMDQ3_v1","0.461538461538462","105","13","75","30","7","6"
"6307","D19","RMDQ3_v1","0.666666666666667","112","6","80","32","2","4"
"6308","D2","RMDQ3_v1","0.375","110","8","77","33","5","3"
"6309","D20","RMDQ3_v1","0.428571428571429","111","7","78","33","4","3"
"6310","D21","RMDQ3_v1","0.428571428571429","111","7","78","33","4","3"
"6311","D22","RMDQ3_v1","1","117","1","82","35","0","1"
"6312","D23","RMDQ3_v1","0","116","2","80","36","2","0"
"6313","D24","RMDQ3_v1","0.208333333333333","94","24","63","31","19","5"
"6314","D25","RMDQ3_v1","0.333333333333333","115","3","80","35","2","1"
"6315","D26","RMDQ3_v1","0.5","116","2","81","35","1","1"
"6316","D27","RMDQ3_v1","0.5","114","4","80","34","2","2"
"6317","D28","RMDQ3_v1","0.2","113","5","78","35","4","1"
"6318","D29","RMDQ3_v1","0.380952380952381","76","42","56","20","26","16"
"6319","D3","RMDQ3_v1","0.5","116","2","81","35","1","1"
"6320","D30","RMDQ3_v1","0.387096774193548","56","62","44","12","38","24"
"6321","D31","RMDQ3_v1","0.176470588235294","101","17","68","33","14","3"
"6322","D32","RMDQ3_v1","0.405405405405405","81","37","60","21","22","15"
"6323","D33","RMDQ3_v1","0.0833333333333333","106","12","71","35","11","1"
"6324","D34","RMDQ3_v1","0.5","116","2","81","35","1","1"
"6325","D35","RMDQ3_v1","1","117","1","82","35","0","1"
"6326","D36","RMDQ3_v1","0.142857142857143","111","7","76","35","6","1"
"6327","D37","RMDQ3_v1","0.571428571428571","97","21","73","24","9","12"
"6328","D38","RMDQ3_v1","0","115","3","79","36","3","0"
"6329","D39","RMDQ3_v1","0.714285714285714","104","14","78","26","4","10"
"6330","D4","RMDQ3_v1","0.666666666666667","115","3","81","34","1","2"
"6331","D40","RMDQ3_v1","0","113","5","77","36","5","0"
"6332","D41","RMDQ3_v1","0.142857142857143","111","7","76","35","6","1"
"6333","D42","RMDQ3_v1","0.5","116","2","81","35","1","1"
"6334","D43","RMDQ3_v1","0.5","116","2","81","35","1","1"
"6335","D44","RMDQ3_v1","0.378378378378378","81","37","59","22","23","14"
"6336","D45","RMDQ3_v1","0.166666666666667","106","12","72","34","10","2"
"6337","D46","RMDQ3_v1","0.405405405405405","81","37","60","21","22","15"
"6338","D47","RMDQ3_v1","0.25","106","12","73","33","9","3"
"6339","D48","RMDQ3_v1","0.423076923076923","92","26","67","25","15","11"
"6340","D49","RMDQ3_v1","0.153846153846154","105","13","71","34","11","2"
"6341","D5","RMDQ3_v1","0.666666666666667","115","3","81","34","1","2"
"6342","D50","RMDQ3_v1","0","117","1","81","36","1","0"
"6343","D51","RMDQ3_v1","1","117","1","82","35","0","1"
"6344","D52","RMDQ3_v1","0","117","1","81","36","1","0"
"6345","D53","RMDQ3_v1","0","117","1","81","36","1","0"
"6346","D9","RMDQ3_v1","1","117","1","82","35","0","1"
"6347","RMDQ1_v1","RMDQ3_v1","0.564705882352941","134","85","104","30","37","48"
"6348","RMDQ2_v1","RMDQ3_v1","0.588888888888889","129","90","104","25","37","53"
"6349","RMDQ3_v1","RMDQ3_v1","1","141","80","141","0","0","80"
"6350","RMDQ4_v1","RMDQ3_v1","0.945454545454545","166","55","138","28","3","52"
"6351","RMDQ5_v1","RMDQ3_v1","0.986301369863014","148","73","140","8","1","72"
"6352","RMDQ6_v1","RMDQ3_v1","0.929824561403509","164","57","137","27","4","53"
"6353","RMDQ7_v1","RMDQ3_v1","0.871794871794872","181","39","136","45","5","34"
"6354","RMDQ8_v1","RMDQ3_v1","1","212","8","141","71","0","8"
"6355","RMDQ9_v1","RMDQ3_v1","0.941176470588235","186","34","139","47","2","32"
"6356","RMDQ10_v1","RMDQ3_v1","0.825","180","40","134","46","7","33"
"6357","RMDQ11_v1","RMDQ3_v1","0.880952380952381","178","42","136","42","5","37"
"6358","RMDQ12_v1","RMDQ3_v1","0.840909090909091","176","44","134","42","7","37"
"6359","RMDQ13_v1","RMDQ3_v1","0.826086956521739","174","46","133","41","8","38"
"6360","RMDQ14_v1","RMDQ3_v1","0.755102040816326","171","49","129","42","12","37"
"6361","RMDQ15_v1","RMDQ3_v1","0.870967741935484","189","31","137","52","4","27"
"6362","RMDQ16_v1","RMDQ3_v1","0.864864864864865","183","37","136","47","5","32"
"6363","RMDQ17_v1","RMDQ3_v1","0.836734693877551","171","49","133","38","8","41"
"6364","RMDQ18_v1","RMDQ3_v1","0.916666666666667","184","36","138","46","3","33"
"6365","RMDQ19_v1","RMDQ3_v1","0.9375","188","32","139","49","2","30"
"6366","RMDQ20_v1","RMDQ3_v1","0.868421052631579","182","38","136","46","5","33"
"6367","RMDQ21_v1","RMDQ3_v1","0.854166666666667","172","48","134","38","7","41"
"6368","RMDQ22_v1","RMDQ3_v1","0.973684210526316","182","38","140","42","1","37"
"6369","RMDQ23_v1","RMDQ3_v1","0.891891891891892","183","37","137","46","4","33"
"6370","RMDQ24_v1","RMDQ3_v1","0.942857142857143","185","35","139","46","2","33"
"6371","Fuma","RMDQ4_v1","0.222222222222222","148","36","110","38","28","8"
"6372","Cirurgia_coluna","RMDQ4_v1","0.202898550724638","127","69","89","38","55","14"
"6373","Aposentado","RMDQ4_v1","0.411764705882353","150","34","114","36","20","14"
"6374","Desempregado","RMDQ4_v1","0.230769230769231","154","26","110","44","20","6"
"6375","Licenca_Medica","RMDQ4_v1","0.105263157894737","163","19","115","48","17","2"
"6376","Aposentado_Invalidez","RMDQ4_v1","0","172","8","121","51","8","0"
"6377","Analg.e9.sicos","RMDQ4_v1","0.28169014084507","57","142","48","9","102","40"
"6378","OutraDoenca","RMDQ4_v1","0.315789473684211","114","76","88","26","52","24"
"6379","Dor_costas","RMDQ4_v1","0.266129032258065","67","124","49","18","91","33"
"6380","Dor_pernas","RMDQ4_v1","0.184615384615385","124","65","85","39","53","12"
"6381","Retornar_trabalho","RMDQ4_v1","0.45","168","20","128","40","11","9"
"6382","Masc","RMDQ4_v1","0.246666666666667","71","150","53","18","113","37"
"6383","Fem","RMDQ4_v1","0.253521126760563","150","71","113","37","53","18"
"6384","Casado_Amasiado","RMDQ4_v1","0.308641975308642","102","81","80","22","56","25"
"6385","Solteiro","RMDQ4_v1","0.213333333333333","108","75","77","31","59","16"
"6386","Separado_Divorciado","RMDQ4_v1","0.25","175","8","130","45","6","2"
"6387","X4","RMDQ4_v1","0","180","3","133","47","3","0"
"6388","X5","RMDQ4_v1","0","179","4","132","47","4","0"
"6389","X6","RMDQ4_v1","0.333333333333333","171","12","128","43","8","4"
"6390","Livrar_costas","RMDQ4_v1","0.296296296296296","16","108","15","1","76","32"
"6391","Livrar_perna","RMDQ4_v1","0.0714285714285714","110","14","78","32","13","1"
"6392","Livrar_perda_sens","RMDQ4_v1","0","122","2","89","33","2","0"
"6393","D1","RMDQ4_v1","1","117","1","92","25","0","1"
"6394","D15","RMDQ4_v1","0","111","7","85","26","7","0"
"6395","D16","RMDQ4_v1","0.35","98","20","79","19","13","7"
"6396","D17","RMDQ4_v1","0.2","113","5","88","25","4","1"
"6397","D18","RMDQ4_v1","0.461538461538462","105","13","85","20","7","6"
"6398","D19","RMDQ4_v1","0.166666666666667","112","6","87","25","5","1"
"6399","D2","RMDQ4_v1","0.125","110","8","85","25","7","1"
"6400","D20","RMDQ4_v1","0.428571428571429","111","7","88","23","4","3"
"6401","D21","RMDQ4_v1","0.285714285714286","111","7","87","24","5","2"
"6402","D22","RMDQ4_v1","1","117","1","92","25","0","1"
"6403","D23","RMDQ4_v1","0.5","116","2","91","25","1","1"
"6404","D24","RMDQ4_v1","0.0833333333333333","94","24","70","24","22","2"
"6405","D25","RMDQ4_v1","0.333333333333333","115","3","90","25","2","1"
"6406","D26","RMDQ4_v1","0.5","116","2","91","25","1","1"
"6407","D27","RMDQ4_v1","0.5","114","4","90","24","2","2"
"6408","D28","RMDQ4_v1","0.6","113","5","90","23","2","3"
"6409","D29","RMDQ4_v1","0.238095238095238","76","42","60","16","32","10"
"6410","D3","RMDQ4_v1","0","116","2","90","26","2","0"
"6411","D30","RMDQ4_v1","0.241935483870968","56","62","45","11","47","15"
"6412","D31","RMDQ4_v1","0.117647058823529","101","17","77","24","15","2"
"6413","D32","RMDQ4_v1","0.216216216216216","81","37","63","18","29","8"
"6414","D33","RMDQ4_v1","0","106","12","80","26","12","0"
"6415","D34","RMDQ4_v1","0","116","2","90","26","2","0"
"6416","D35","RMDQ4_v1","0","117","1","91","26","1","0"
"6417","D36","RMDQ4_v1","0.142857142857143","111","7","86","25","6","1"
"6418","D37","RMDQ4_v1","0.333333333333333","97","21","78","19","14","7"
"6419","D38","RMDQ4_v1","0","115","3","89","26","3","0"
"6420","D39","RMDQ4_v1","0.5","104","14","85","19","7","7"
"6421","D4","RMDQ4_v1","0","115","3","89","26","3","0"
"6422","D40","RMDQ4_v1","0","113","5","87","26","5","0"
"6423","D41","RMDQ4_v1","0.142857142857143","111","7","86","25","6","1"
"6424","D42","RMDQ4_v1","0.5","116","2","91","25","1","1"
"6425","D43","RMDQ4_v1","1","116","2","92","24","0","2"
"6426","D44","RMDQ4_v1","0.189189189189189","81","37","62","19","30","7"
"6427","D45","RMDQ4_v1","0","106","12","80","26","12","0"
"6428","D46","RMDQ4_v1","0.189189189189189","81","37","62","19","30","7"
"6429","D47","RMDQ4_v1","0","106","12","80","26","12","0"
"6430","D48","RMDQ4_v1","0.307692307692308","92","26","74","18","18","8"
"6431","D49","RMDQ4_v1","0","105","13","79","26","13","0"
"6432","D5","RMDQ4_v1","0","115","3","89","26","3","0"
"6433","D50","RMDQ4_v1","0","117","1","91","26","1","0"
"6434","D51","RMDQ4_v1","0","117","1","91","26","1","0"
"6435","D52","RMDQ4_v1","0","117","1","91","26","1","0"
"6436","D53","RMDQ4_v1","1","117","1","92","25","0","1"
"6437","D9","RMDQ4_v1","0","117","1","91","26","1","0"
"6438","RMDQ1_v1","RMDQ4_v1","0.317647058823529","134","85","108","26","58","27"
"6439","RMDQ2_v1","RMDQ4_v1","0.344444444444444","129","90","107","22","59","31"
"6440","RMDQ3_v1","RMDQ4_v1","0.65","141","80","138","3","28","52"
"6441","RMDQ4_v1","RMDQ4_v1","1","166","55","166","0","0","55"
"6442","RMDQ5_v1","RMDQ4_v1","0.643835616438356","148","73","140","8","26","47"
"6443","RMDQ6_v1","RMDQ4_v1","0.56140350877193","164","57","141","23","25","32"
"6444","RMDQ7_v1","RMDQ4_v1","0.256410256410256","181","39","137","44","29","10"
"6445","RMDQ8_v1","RMDQ4_v1","0.875","212","8","165","47","1","7"
"6446","RMDQ9_v1","RMDQ4_v1","0.323529411764706","186","34","143","43","23","11"
"6447","RMDQ10_v1","RMDQ4_v1","0.35","180","40","140","40","26","14"
"6448","RMDQ11_v1","RMDQ4_v1","0.428571428571429","178","42","142","36","24","18"
"6449","RMDQ12_v1","RMDQ4_v1","0.363636363636364","176","44","138","38","28","16"
"6450","RMDQ13_v1","RMDQ4_v1","0.369565217391304","174","46","137","37","29","17"
