"","demonimador","numerador","Frequência","Qtd_1_Denom","Qtd_0_Demon","D0N0","D0N1","D1N0","D1N1"
"659","RMDQ16_v1","RMDQ18_v1","0.837837837837838","37","183","178","5","6","31"
"660","RMDQ17_v1","RMDQ18_v1","0.673469387755102","49","171","168","3","16","33"
"661","RMDQ18_v1","RMDQ18_v1","1","36","184","184","0","0","36"
"662","RMDQ19_v1","RMDQ18_v1","0.9375","32","188","182","6","2","30"
"663","RMDQ20_v1","RMDQ18_v1","0.868421052631579","38","182","179","3","5","33"
"664","RMDQ21_v1","RMDQ18_v1","0.729166666666667","48","172","171","1","13","35"
"665","RMDQ22_v1","RMDQ18_v1","0.868421052631579","38","182","179","3","5","33"
"666","RMDQ23_v1","RMDQ18_v1","0.891891891891892","37","183","180","3","4","33"
"667","RMDQ24_v1","RMDQ18_v1","0.942857142857143","35","185","182","3","2","33"
"668","Dor_costas","RMDQ19_v1","0.178861788617886","123","67","62","5","101","22"
"669","Dor_pernas","RMDQ19_v1","0.215384615384615","65","123","110","13","51","14"
"670","Livrar_costas","RMDQ19_v1","0.168224299065421","107","16","14","2","89","18"
"671","Livrar_perna","RMDQ19_v1","0.142857142857143","14","109","91","18","12","2"
"672","D30","RMDQ19_v1","0.19672131147541","61","56","52","4","49","12"
"673","RMDQ1_v1","RMDQ19_v1","0.329411764705882","85","134","130","4","57","28"
"674","RMDQ2_v1","RMDQ19_v1","0.3","90","129","124","5","63","27"
"675","RMDQ3_v1","RMDQ19_v1","0.379746835443038","79","141","139","2","49","30"
"676","RMDQ4_v1","RMDQ19_v1","0.148148148148148","54","166","142","24","46","8"
"677","RMDQ5_v1","RMDQ19_v1","0.430555555555556","72","148","147","1","41","31"
"678","RMDQ6_v1","RMDQ19_v1","0.553571428571429","56","164","163","1","25","31"
"679","RMDQ7_v1","RMDQ19_v1","0.794871794871795","39","181","180","1","8","31"
"680","RMDQ8_v1","RMDQ19_v1","0.875","8","212","187","25","1","7"
"681","RMDQ9_v1","RMDQ19_v1","0.911764705882353","34","186","185","1","3","31"
"682","RMDQ10_v1","RMDQ19_v1","0.775","40","180","179","1","9","31"
"683","RMDQ11_v1","RMDQ19_v1","0.738095238095238","42","178","177","1","11","31"
"684","RMDQ12_v1","RMDQ19_v1","0.704545454545455","44","176","175","1","13","31"
"685","RMDQ13_v1","RMDQ19_v1","0.673913043478261","46","174","173","1","15","31"
"686","RMDQ14_v1","RMDQ19_v1","0.612244897959184","49","171","169","2","19","30"
"687","RMDQ15_v1","RMDQ19_v1","0.870967741935484","31","189","184","5","4","27"
"688","RMDQ16_v1","RMDQ19_v1","0.810810810810811","37","183","181","2","7","30"
"689","RMDQ17_v1","RMDQ19_v1","0.612244897959184","49","171","169","2","19","30"
"690","RMDQ18_v1","RMDQ19_v1","0.833333333333333","36","184","182","2","6","30"
"691","RMDQ19_v1","RMDQ19_v1","1","32","188","188","0","0","32"
"692","RMDQ20_v1","RMDQ19_v1","0.815789473684211","38","182","181","1","7","31"
"693","RMDQ21_v1","RMDQ19_v1","0.645833333333333","48","172","171","1","17","31"
"694","RMDQ22_v1","RMDQ19_v1","0.815789473684211","38","182","181","1","7","31"
"695","RMDQ23_v1","RMDQ19_v1","0.837837837837838","37","183","182","1","6","31"
"696","RMDQ24_v1","RMDQ19_v1","0.885714285714286","35","185","184","1","4","31"
"697","Dor_costas","RMDQ20_v1","0.219512195121951","123","67","62","5","96","27"
"698","Dor_pernas","RMDQ20_v1","0.215384615384615","65","123","105","18","51","14"
"699","Livrar_costas","RMDQ20_v1","0.205607476635514","107","16","14","2","85","22"
"700","Livrar_perna","RMDQ20_v1","0.142857142857143","14","109","87","22","12","2"
"701","D30","RMDQ20_v1","0.229508196721311","61","56","49","7","47","14"
"702","RMDQ1_v1","RMDQ20_v1","0.364705882352941","85","134","127","7","54","31"
"703","RMDQ2_v1","RMDQ20_v1","0.355555555555556","90","129","123","6","58","32"
"704","RMDQ3_v1","RMDQ20_v1","0.417721518987342","79","141","136","5","46","33"
"705","RMDQ4_v1","RMDQ20_v1","0.222222222222222","54","166","140","26","42","12"
"706","RMDQ5_v1","RMDQ20_v1","0.472222222222222","72","148","144","4","38","34"
"707","RMDQ6_v1","RMDQ20_v1","0.660714285714286","56","164","163","1","19","37"
"708","RMDQ7_v1","RMDQ20_v1","0.846153846153846","39","181","176","5","6","33"
"709","RMDQ8_v1","RMDQ20_v1","0.875","8","212","181","31","1","7"
"710","RMDQ9_v1","RMDQ20_v1","0.970588235294118","34","186","181","5","1","33"
"711","RMDQ10_v1","RMDQ20_v1","0.875","40","180","177","3","5","35"
"712","RMDQ11_v1","RMDQ20_v1","0.833333333333333","42","178","175","3","7","35"
"713","RMDQ12_v1","RMDQ20_v1","0.795454545454545","44","176","173","3","9","35"
"714","RMDQ13_v1","RMDQ20_v1","0.717391304347826","46","174","169","5","13","33"
"715","RMDQ14_v1","RMDQ20_v1","0.693877551020408","49","171","167","4","15","34"
"716","RMDQ15_v1","RMDQ20_v1","0.870967741935484","31","189","178","11","4","27"
"717","RMDQ16_v1","RMDQ20_v1","0.891891891891892","37","183","178","5","4","33"
"718","RMDQ17_v1","RMDQ20_v1","0.714285714285714","49","171","168","3","14","35"
"719","RMDQ18_v1","RMDQ20_v1","0.916666666666667","36","184","179","5","3","33"
"720","RMDQ19_v1","RMDQ20_v1","0.96875","32","188","181","7","1","31"
"721","RMDQ20_v1","RMDQ20_v1","1","38","182","182","0","0","38"
"722","RMDQ21_v1","RMDQ20_v1","0.729166666666667","48","172","169","3","13","35"
"723","RMDQ22_v1","RMDQ20_v1","0.894736842105263","38","182","178","4","4","34"
"724","RMDQ23_v1","RMDQ20_v1","0.918918918918919","37","183","179","4","3","34"
"725","RMDQ24_v1","RMDQ20_v1","1","35","185","182","3","0","35"
"726","Dor_costas","RMDQ21_v1","0.268292682926829","123","67","57","10","90","33"
"727","Dor_pernas","RMDQ21_v1","0.276923076923077","65","123","98","25","47","18"
"728","Livrar_costas","RMDQ21_v1","0.280373831775701","107","16","14","2","77","30"
"729","Livrar_perna","RMDQ21_v1","0.142857142857143","14","109","79","30","12","2"
"730","D30","RMDQ21_v1","0.262295081967213","61","56","48","8","45","16"
"731","RMDQ1_v1","RMDQ21_v1","0.482352941176471","85","134","127","7","44","41"
"732","RMDQ2_v1","RMDQ21_v1","0.488888888888889","90","129","125","4","46","44"
"733","RMDQ3_v1","RMDQ21_v1","0.518987341772152","79","141","134","7","38","41"
"734","RMDQ4_v1","RMDQ21_v1","0.407407407407407","54","166","140","26","32","22"
"735","RMDQ5_v1","RMDQ21_v1","0.583333333333333","72","148","142","6","30","42"
"736","RMDQ6_v1","RMDQ21_v1","0.625","56","164","151","13","21","35"
"737","RMDQ7_v1","RMDQ21_v1","0.846153846153846","39","181","166","15","6","33"
"738","RMDQ8_v1","RMDQ21_v1","0.875","8","212","171","41","1","7"
"739","RMDQ9_v1","RMDQ21_v1","0.970588235294118","34","186","171","15","1","33"
"740","RMDQ10_v1","RMDQ21_v1","0.925","40","180","169","11","3","37"
"741","RMDQ11_v1","RMDQ21_v1","0.880952380952381","42","178","167","11","5","37"
"742","RMDQ12_v1","RMDQ21_v1","0.795454545454545","44","176","163","13","9","35"
"743","RMDQ13_v1","RMDQ21_v1","0.717391304347826","46","174","159","15","13","33"
"744","RMDQ14_v1","RMDQ21_v1","0.73469387755102","49","171","159","12","13","36"
"745","RMDQ15_v1","RMDQ21_v1","0.870967741935484","31","189","168","21","4","27"
"746","RMDQ16_v1","RMDQ21_v1","0.864864864864865","37","183","167","16","5","32"
"747","RMDQ17_v1","RMDQ21_v1","0.73469387755102","49","171","159","12","13","36"
"748","RMDQ18_v1","RMDQ21_v1","0.972222222222222","36","184","171","13","1","35"
"749","RMDQ19_v1","RMDQ21_v1","0.96875","32","188","171","17","1","31"
"750","RMDQ20_v1","RMDQ21_v1","0.921052631578947","38","182","169","13","3","35"
"751","RMDQ21_v1","RMDQ21_v1","1","48","172","172","0","0","48"
"752","RMDQ22_v1","RMDQ21_v1","0.894736842105263","38","182","168","14","4","34"
"753","RMDQ23_v1","RMDQ21_v1","0.918918918918919","37","183","169","14","3","34"
"754","RMDQ24_v1","RMDQ21_v1","1","35","185","172","13","0","35"
"755","Dor_costas","RMDQ22_v1","0.203252032520325","123","67","60","7","98","25"
"756","Dor_pernas","RMDQ22_v1","0.230769230769231","65","123","106","17","50","15"
"757","Livrar_costas","RMDQ22_v1","0.186915887850467","107","16","14","2","87","20"
"758","Livrar_perna","RMDQ22_v1","0.142857142857143","14","109","89","20","12","2"
"759","D30","RMDQ22_v1","0.229508196721311","61","56","50","6","47","14"
"760","RMDQ1_v1","RMDQ22_v1","0.341176470588235","85","134","125","9","56","29"
"761","RMDQ2_v1","RMDQ22_v1","0.333333333333333","90","129","121","8","60","30"
"762","RMDQ3_v1","RMDQ22_v1","0.468354430379747","79","141","140","1","42","37"
"763","RMDQ4_v1","RMDQ22_v1","0.277777777777778","54","166","143","23","39","15"
"764","RMDQ5_v1","RMDQ22_v1","0.527777777777778","72","148","148","0","34","38"
"765","RMDQ6_v1","RMDQ22_v1","0.678571428571429","56","164","164","0","18","38"
"766","RMDQ7_v1","RMDQ22_v1","0.82051282051282","39","181","175","6","7","32"
"767","RMDQ8_v1","RMDQ22_v1","0.875","8","212","181","31","1","7"
"768","RMDQ9_v1","RMDQ22_v1","0.941176470588235","34","186","180","6","2","32"
"769","RMDQ10_v1","RMDQ22_v1","0.85","40","180","176","4","6","34"
"770","RMDQ11_v1","RMDQ22_v1","0.80952380952381","42","178","174","4","8","34"
"771","RMDQ12_v1","RMDQ22_v1","0.772727272727273","44","176","172","4","10","34"
"772","RMDQ13_v1","RMDQ22_v1","0.695652173913043","46","174","168","6","14","32"
"773","RMDQ14_v1","RMDQ22_v1","0.673469387755102","49","171","166","5","16","33"
"774","RMDQ15_v1","RMDQ22_v1","0.870967741935484","31","189","178","11","4","27"
"775","RMDQ16_v1","RMDQ22_v1","0.837837837837838","37","183","176","7","6","31"
"776","RMDQ17_v1","RMDQ22_v1","0.673469387755102","49","171","166","5","16","33"
"777","RMDQ18_v1","RMDQ22_v1","0.916666666666667","36","184","179","5","3","33"
"778","RMDQ19_v1","RMDQ22_v1","0.96875","32","188","181","7","1","31"
"779","RMDQ20_v1","RMDQ22_v1","0.894736842105263","38","182","178","4","4","34"
"780","RMDQ21_v1","RMDQ22_v1","0.708333333333333","48","172","168","4","14","34"
"781","RMDQ22_v1","RMDQ22_v1","1","38","182","182","0","0","38"
"782","RMDQ23_v1","RMDQ22_v1","0.918918918918919","37","183","179","4","3","34"
"783","RMDQ24_v1","RMDQ22_v1","0.971428571428571","35","185","181","4","1","34"
"784","Dor_costas","RMDQ23_v1","0.211382113821138","123","67","61","6","97","26"
"785","Dor_pernas","RMDQ23_v1","0.215384615384615","65","123","105","18","51","14"
"786","Livrar_costas","RMDQ23_v1","0.205607476635514","107","16","14","2","85","22"
"787","Livrar_perna","RMDQ23_v1","0.142857142857143","14","109","87","22","12","2"
"788","D30","RMDQ23_v1","0.229508196721311","61","56","51","5","47","14"
"789","RMDQ1_v1","RMDQ23_v1","0.341176470588235","85","134","126","8","56","29"
"790","RMDQ2_v1","RMDQ23_v1","0.333333333333333","90","129","122","7","60","30"
"791","RMDQ3_v1","RMDQ23_v1","0.417721518987342","79","141","137","4","46","33"
"792","RMDQ4_v1","RMDQ23_v1","0.203703703703704","54","166","140","26","43","11"
"793","RMDQ5_v1","RMDQ23_v1","0.472222222222222","72","148","145","3","38","34"
"794","RMDQ6_v1","RMDQ23_v1","0.607142857142857","56","164","161","3","22","34"
"795","RMDQ7_v1","RMDQ23_v1","0.82051282051282","39","181","176","5","7","32"
"796","RMDQ8_v1","RMDQ23_v1","0.875","8","212","182","30","1","7"
"797","RMDQ9_v1","RMDQ23_v1","0.941176470588235","34","186","181","5","2","32"
"798","RMDQ10_v1","RMDQ23_v1","0.925","40","180","180","0","3","37"
"799","RMDQ11_v1","RMDQ23_v1","0.80952380952381","42","178","175","3","8","34"
"800","RMDQ12_v1","RMDQ23_v1","0.772727272727273","44","176","173","3","10","34"
"801","RMDQ13_v1","RMDQ23_v1","0.695652173913043","46","174","169","5","14","32"
"802","RMDQ14_v1","RMDQ23_v1","0.673469387755102","49","171","167","4","16","33"
"803","RMDQ15_v1","RMDQ23_v1","0.870967741935484","31","189","179","10","4","27"
"804","RMDQ16_v1","RMDQ23_v1","0.837837837837838","37","183","177","6","6","31"
"805","RMDQ17_v1","RMDQ23_v1","0.673469387755102","49","171","167","4","16","33"
"806","RMDQ18_v1","RMDQ23_v1","0.916666666666667","36","184","180","4","3","33"
"807","RMDQ19_v1","RMDQ23_v1","0.96875","32","188","182","6","1","31"
"808","RMDQ20_v1","RMDQ23_v1","0.894736842105263","38","182","179","3","4","34"
"809","RMDQ21_v1","RMDQ23_v1","0.708333333333333","48","172","169","3","14","34"
"810","RMDQ22_v1","RMDQ23_v1","0.894736842105263","38","182","179","3","4","34"
"811","RMDQ23_v1","RMDQ23_v1","1","37","183","183","0","0","37"
"812","RMDQ24_v1","RMDQ23_v1","0.971428571428571","35","185","182","3","1","34"
"813","Dor_costas","RMDQ24_v1","0.203252032520325","123","67","62","5","98","25"
"814","Dor_pernas","RMDQ24_v1","0.215384615384615","65","123","107","16","51","14"
"815","Livrar_costas","RMDQ24_v1","0.196261682242991","107","16","14","2","86","21"
"816","Livrar_perna","RMDQ24_v1","0.142857142857143","14","109","88","21","12","2"
"817","D30","RMDQ24_v1","0.213114754098361","61","56","50","6","48","13"
"818","RMDQ1_v1","RMDQ24_v1","0.352941176470588","85","134","129","5","55","30"
"819","RMDQ2_v1","RMDQ24_v1","0.344444444444444","90","129","125","4","59","31"
"820","RMDQ3_v1","RMDQ24_v1","0.417721518987342","79","141","139","2","46","33"
"821","RMDQ4_v1","RMDQ24_v1","0.222222222222222","54","166","143","23","42","12"
"822","RMDQ5_v1","RMDQ24_v1","0.472222222222222","72","148","147","1","38","34"
"823","RMDQ6_v1","RMDQ24_v1","0.625","56","164","164","0","21","35"
"824","RMDQ7_v1","RMDQ24_v1","0.846153846153846","39","181","179","2","6","33"
"825","RMDQ8_v1","RMDQ24_v1","0.875","8","212","184","28","1","7"
"826","RMDQ9_v1","RMDQ24_v1","0.970588235294118","34","186","184","2","1","33"
"827","RMDQ10_v1","RMDQ24_v1","0.875","40","180","180","0","5","35"
"828","RMDQ11_v1","RMDQ24_v1","0.833333333333333","42","178","178","0","7","35"
"829","RMDQ12_v1","RMDQ24_v1","0.795454545454545","44","176","176","0","9","35"
"830","RMDQ13_v1","RMDQ24_v1","0.717391304347826","46","174","172","2","13","33"
"831","RMDQ14_v1","RMDQ24_v1","0.693877551020408","49","171","170","1","15","34"
"832","RMDQ15_v1","RMDQ24_v1","0.870967741935484","31","189","181","8","4","27"
"833","RMDQ16_v1","RMDQ24_v1","0.864864864864865","37","183","180","3","5","32"
"834","RMDQ17_v1","RMDQ24_v1","0.673469387755102","49","171","169","2","16","33"
"835","RMDQ18_v1","RMDQ24_v1","0.916666666666667","36","184","182","2","3","33"
"836","RMDQ19_v1","RMDQ24_v1","0.96875","32","188","184","4","1","31"
"837","RMDQ20_v1","RMDQ24_v1","0.921052631578947","38","182","182","0","3","35"
"838","RMDQ21_v1","RMDQ24_v1","0.729166666666667","48","172","172","0","13","35"
"839","RMDQ22_v1","RMDQ24_v1","0.894736842105263","38","182","181","1","4","34"
"840","RMDQ23_v1","RMDQ24_v1","0.918918918918919","37","183","182","1","3","34"
"841","RMDQ24_v1","RMDQ24_v1","1","35","185","185","0","0","35"
