"","denominador","numerador","Frequência","P-value","Qtd_1_Denom","Qtd_0_Demon","D0N0","D0N1","D1N0","D1N1"
"329","RMDQ5_v1","RMDQ7_v1",0.486111111111111,5.94979007433809e-17,72,148,144,4,37,35
"330","RMDQ6_v1","RMDQ7_v1",0.589285714285714,8.70464760196738e-21,56,164,158,6,23,33
"331","RMDQ7_v1","RMDQ7_v1",1,9.04447975804488e-50,39,181,181,0,0,39
"332","RMDQ8_v1","RMDQ7_v1",1,5.39386623647874e-10,8,212,181,31,0,8
"333","RMDQ9_v1","RMDQ7_v1",0.970588235294118,1.25173624461053e-39,34,186,180,6,1,33
"334","RMDQ10_v1","RMDQ7_v1",0.825,1.93251410019288e-32,40,180,174,6,7,33
"335","RMDQ11_v1","RMDQ7_v1",0.785714285714286,1.68632370136105e-30,42,178,172,6,9,33
"336","RMDQ12_v1","RMDQ7_v1",0.818181818181818,1.47080352648302e-35,44,176,173,3,8,36
"337","RMDQ13_v1","RMDQ7_v1",0.717391304347826,4.01355679415581e-27,46,174,168,6,13,33
"338","RMDQ14_v1","RMDQ7_v1",0.714285714285714,6.06931963566391e-29,49,171,167,4,14,35
"339","RMDQ15_v1","RMDQ7_v1",0.870967741935484,1.0166500250513e-27,31,189,177,12,4,27
"340","RMDQ16_v1","RMDQ7_v1",0.864864864864865,3.22770470404949e-33,37,183,176,7,5,32
"341","RMDQ17_v1","RMDQ7_v1",0.63265306122449,2.86539143881379e-21,49,171,163,8,18,31
"342","RMDQ18_v1","RMDQ7_v1",0.861111111111111,7.24419482876699e-32,36,184,176,8,5,31
"343","RMDQ19_v1","RMDQ7_v1",0.96875,7.41541968676058e-37,32,188,180,8,1,31
"344","RMDQ20_v1","RMDQ7_v1",0.868421052631579,1.38533765590654e-34,38,182,176,6,5,33
"345","RMDQ21_v1","RMDQ7_v1",0.6875,1.20598091840535e-25,48,172,166,6,15,33
"346","RMDQ22_v1","RMDQ7_v1",0.842105263157895,3.96817775660089e-32,38,182,175,7,6,32
"347","RMDQ23_v1","RMDQ7_v1",0.864864864864865,3.22770470404949e-33,37,183,176,7,5,32
"348","RMDQ24_v1","RMDQ7_v1",0.942857142857143,2.92654056250376e-38,35,185,179,6,2,33
"349","Dor nas costas","RMDQ8_v1",0.0569105691056911,0.168562916891474,123,67,66,1,116,7
"350","Dor nas pernas","RMDQ8_v1",0.0461538461538462,0.858877036374012,65,123,118,5,62,3
"351","Livrar_costas","RMDQ8_v1",0.0654205607476635,0.29210506754582,107,16,16,0,100,7
"352","Livrar_perna","RMDQ8_v1",0,0.32887120486905,14,109,102,7,14,0
"353","Lombalgia","RMDQ8_v1",0.0491803278688525,0.351633021218575,61,56,55,1,58,3
"354","RMDQ1_v1","RMDQ8_v1",0.0470588235294118,0.787645961045798,85,134,130,4,81,4
"355","RMDQ2_v1","RMDQ8_v1",0.0555555555555556,0.445689195666228,90,129,126,3,85,5
"356","RMDQ3_v1","RMDQ8_v1",0.10126582278481,0.000118444481158393,79,141,141,0,71,8
"357","RMDQ4_v1","RMDQ8_v1",0.12962962962963,2.49889128986684e-05,54,166,165,1,47,7
"358","RMDQ5_v1","RMDQ8_v1",0.111111111111111,3.61221198710401e-05,72,148,148,0,64,8
"359","RMDQ6_v1","RMDQ8_v1",0.125,4.06104550807512e-05,56,164,163,1,49,7
"360","RMDQ7_v1","RMDQ8_v1",0.205128205128205,5.39386623647874e-10,39,181,181,0,31,8
"361","RMDQ8_v1","RMDQ8_v1",1,9.04447975804475e-50,8,212,212,0,0,8
"362","RMDQ9_v1","RMDQ8_v1",0.205882352941176,9.31378967761368e-09,34,186,185,1,27,7
"363","RMDQ10_v1","RMDQ8_v1",0.175,2.23848400948438e-07,40,180,179,1,33,7
"364","RMDQ11_v1","RMDQ8_v1",0.166666666666667,5.29719634896312e-07,42,178,177,1,35,7
"365","RMDQ12_v1","RMDQ8_v1",0.159090909090909,1.160924040668e-06,44,176,175,1,37,7
"366","RMDQ13_v1","RMDQ8_v1",0.152173913043478,2.37989535306747e-06,46,174,173,1,39,7
"367","RMDQ14_v1","RMDQ8_v1",0.142857142857143,6.27400194866598e-06,49,171,170,1,42,7
"368","RMDQ15_v1","RMDQ8_v1",0.129032258064516,0.00294189307973926,31,189,185,4,27,4
"369","RMDQ16_v1","RMDQ8_v1",0.189189189189189,5.18254372179348e-08,37,183,182,1,30,7
"370","RMDQ17_v1","RMDQ8_v1",0.142857142857143,6.27400194866598e-06,49,171,170,1,42,7
"371","RMDQ18_v1","RMDQ8_v1",0.194444444444444,3.01749370049668e-08,36,184,183,1,29,7
"372","RMDQ19_v1","RMDQ8_v1",0.21875,2.48801829643636e-09,32,188,187,1,25,7
"373","RMDQ20_v1","RMDQ8_v1",0.184210526315789,8.65541275507187e-08,38,182,181,1,31,7
"374","RMDQ21_v1","RMDQ8_v1",0.145833333333333,4.60170653811448e-06,48,172,171,1,41,7
"375","RMDQ22_v1","RMDQ8_v1",0.184210526315789,8.65541275507187e-08,38,182,181,1,31,7
"376","RMDQ23_v1","RMDQ8_v1",0.189189189189189,5.18254372179348e-08,37,183,182,1,30,7
"377","RMDQ24_v1","RMDQ8_v1",0.2,1.704357034572e-08,35,185,184,1,28,7
"378","Dor nas costas","RMDQ9_v1",0.195121951219512,0.0273418247313347,123,67,62,5,99,24
"379","Dor nas pernas","RMDQ9_v1",0.215384615384615,0.0916200474716384,65,123,108,15,51,14
"380","Livrar_costas","RMDQ9_v1",0.186915887850467,0.546677512023865,107,16,14,2,87,20
"381","Livrar_perna","RMDQ9_v1",0.142857142857143,0.708837555071883,14,109,89,20,12,2
"382","Lombalgia","RMDQ9_v1",0.19672131147541,0.179747246137126,61,56,50,6,49,12
"383","RMDQ1_v1","RMDQ9_v1",0.364705882352941,6.78569757203779e-11,85,134,131,3,54,31
"384","RMDQ2_v1","RMDQ9_v1",0.333333333333333,8.07881001677841e-09,90,129,125,4,60,30
"385","RMDQ3_v1","RMDQ9_v1",0.40506329113924,1.42042079788437e-14,79,141,139,2,47,32
"386","RMDQ4_v1","RMDQ9_v1",0.203703703703704,0.249948124795998,54,166,143,23,43,11
"387","RMDQ5_v1","RMDQ9_v1",0.444444444444444,1.06788944634653e-16,72,148,146,2,40,32
"388","RMDQ6_v1","RMDQ9_v1",0.589285714285714,1.92401364300004e-25,56,164,163,1,23,33
"389","RMDQ7_v1","RMDQ9_v1",0.846153846153846,1.25173624461053e-39,39,181,180,1,6,33
"390","RMDQ8_v1","RMDQ9_v1",0.875,9.31378967761368e-09,8,212,185,27,1,7
"391","RMDQ9_v1","RMDQ9_v1",1,9.04447975804488e-50,34,186,186,0,0,34
"392","RMDQ10_v1","RMDQ9_v1",0.825,1.83787767560477e-38,40,180,179,1,7,33
"393","RMDQ11_v1","RMDQ9_v1",0.785714285714286,2.70276201560039e-36,42,178,177,1,9,33
"394","RMDQ12_v1","RMDQ9_v1",0.75,2.52908639173568e-34,44,176,175,1,11,33
"395","RMDQ13_v1","RMDQ9_v1",0.717391304347826,1.59726362813938e-32,46,174,173,1,13,33
"396","RMDQ14_v1","RMDQ9_v1",0.653061224489796,6.63947855075367e-28,49,171,169,2,17,32
"397","RMDQ15_v1","RMDQ9_v1",0.870967741935484,1.10452378994493e-32,31,189,182,7,4,27
"398","RMDQ16_v1","RMDQ9_v1",0.864864864864865,3.04597864637659e-39,37,183,181,2,5,32
"399","RMDQ17_v1","RMDQ9_v1",0.63265306122449,8.47487722220644e-26,49,171,168,3,18,31
"400","RMDQ18_v1","RMDQ9_v1",0.861111111111111,1.19896882997217e-37,36,184,181,3,5,31
"401","RMDQ19_v1","RMDQ9_v1",0.96875,3.1920770092871e-43,32,188,185,3,1,31
"402","RMDQ20_v1","RMDQ9_v1",0.868421052631579,7.40478349902737e-41,38,182,181,1,5,33
"403","RMDQ21_v1","RMDQ9_v1",0.6875,7.15114298375069e-31,48,172,171,1,15,33
"404","RMDQ22_v1","RMDQ9_v1",0.842105263157895,5.02330188683508e-38,38,182,180,2,6,32
"405","RMDQ23_v1","RMDQ9_v1",0.864864864864865,3.04597864637659e-39,37,183,181,2,5,32
"406","RMDQ24_v1","RMDQ9_v1",0.942857142857143,5.83329023750466e-45,35,185,184,1,2,33
"407","Dor nas costas","RMDQ10_v1",0.235772357723577,0.0129869015417078,123,67,61,6,94,29
"408","Dor nas pernas","RMDQ10_v1",0.230769230769231,0.253431775477885,65,123,103,20,50,15
"409","Livrar_costas","RMDQ10_v1",0.233644859813084,0.327453638750848,107,16,14,2,82,25
"410","Livrar_perna","RMDQ10_v1",0.142857142857143,0.461675099076693,14,109,84,25,12,2
"411","Lombalgia","RMDQ10_v1",0.245901639344262,0.0945435791383965,61,56,49,7,46,15
